,external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,chargeback,amount_USD,local_time,Year,Month,Day
4051,YXCURjqvIYLaksVpSDpLg,True,GLOBALPAY,evt_1EFaQyaCUoaYh7pkLi07s31,2019-05-16T04:48:00.000Z,DECLINED,False,132780.5,US,USD,False,132780.5,2019-05-16 04:48:00,2019,5,16
4052,uYSC_B2C349qjdd7KQJOe,True,GLOBALPAY,evt_1EvMsOoko-jiQhP6Xe2lY_c,2019-05-16T09:36:00.000Z,ACCEPTED,False,132623.59,US,USD,False,132623.59,2019-05-16 09:36:00,2019,5,16
4053,_rEoYDyUivaQyg77Hvbyu,True,GLOBALPAY,evt_1E4UyXqPV2174BGUZbc8zK2,2019-05-16T14:24:00.000Z,ACCEPTED,False,133026.76,US,USD,False,133026.76,2019-05-16 14:24:00,2019,5,16
4054,GGaVD9WdMp4PFQ3JoVXDD,True,GLOBALPAY,evt_1E9w87tlDHeUqQyo4j2qtOo,2019-05-16T19:12:00.000Z,ACCEPTED,False,133628.96,US,USD,False,133628.96,2019-05-16 19:12:00,2019,5,16
4055,gQDUx-y7bbJJm1hcxiAcP,True,GLOBALPAY,evt_1EelGz09r8Mp_egytJk0DHJ,2019-05-16T00:00:00.000Z,DECLINED,False,120289.41,MX,MXN,False,3013656.88,2019-05-16 00:00:00,2019,5,16
4056,q5tVUBFrapN3AjOaYsWyC,True,GLOBALPAY,evt_1Eb3SBxOv81qj1U3yjFBwb-,2019-05-16T04:48:00.000Z,DECLINED,False,120889.15,MX,MXN,False,3028682.4,2019-05-16 04:48:00,2019,5,16
4057,UdveXKS99m-ypxG7wRd_D,True,GLOBALPAY,evt_1EYLuVB_R1zZmBFSmqpHGu9,2019-05-16T09:36:00.000Z,ACCEPTED,False,121484.69,MX,MXN,False,3043602.69,2019-05-16 09:36:00,2019,5,16
4058,rEptBvGboYJq9wSiPijY9,True,GLOBALPAY,evt_1EEms852xe20G1V8AraXIJo,2019-05-16T14:24:00.000Z,ACCEPTED,False,121205.63,MX,MXN,False,3036611.29,2019-05-16 14:24:00,2019,5,16
4059,P-Pd6DemXfVe_cfVeiX0y,True,GLOBALPAY,evt_1ExImceeNm4zBhUA8vBcOsf,2019-05-16T19:12:00.000Z,DECLINED,False,121469.99,MX,MXN,False,3043234.41,2019-05-16 19:12:00,2019,5,16
4060,5zp_hFoZrmYDf95FY37Lc,True,GLOBALPAY,evt_1ECQPtn-W2uRrJi1QAJV2Qe,2019-05-16T00:00:00.000Z,ACCEPTED,False,119671.84,UK,GBP,False,79856.53,2019-05-16 00:00:00,2019,5,16
4061,OOI0cqpPmGbqAEBIb-cQJ,True,GLOBALPAY,evt_1EaIsRBFU2GutXie2-SHTyy,2019-05-16T04:48:00.000Z,ACCEPTED,False,119888.73,UK,GBP,False,80001.26,2019-05-16 04:48:00,2019,5,16
4062,m7Ccjm73yD7IddC4DQqnh,True,GLOBALPAY,evt_1E2xH9x7CMMF2iBPN3dWH6-,2019-05-16T09:36:00.000Z,ACCEPTED,False,120461.19,UK,GBP,False,80383.26,2019-05-16 09:36:00,2019,5,16
4063,4PqNKlddtWi65NbU2Tw0f,True,GLOBALPAY,evt_1E1utEIstGIvtnWEa1Upcd0,2019-05-16T14:24:00.000Z,DECLINED,False,120986.94,UK,GBP,False,80734.09,2019-05-16 14:24:00,2019,5,16
4064,otI20EIbZzdCPyqO4XKQZ,True,GLOBALPAY,evt_1ERVMoinWFX0dWWQSzrUOQ2,2019-05-16T19:12:00.000Z,ACCEPTED,False,121355.32,UK,GBP,False,80979.91,2019-05-16 19:12:00,2019,5,16
4065,iH8ABFItOiVRLrMoLKcFw,True,GLOBALPAY,evt_1Eob_f5v4UasVtLqdSO71CZ,2019-05-16T00:00:00.000Z,DECLINED,False,133024.27,FR,EUR,False,99019.68,2019-05-16 00:00:00,2019,5,16
4066,K_vaY9umsnoqlQ_9c4f8K,True,GLOBALPAY,evt_1EYTB0f6j3KEY-DdfZc275T,2019-05-16T04:48:00.000Z,ACCEPTED,False,133600.33,FR,EUR,False,99448.48,2019-05-16 04:48:00,2019,5,16
4067,6-tSTjG6cX8qDtVECKxvc,True,GLOBALPAY,evt_1E0ujSq3NNz7hHCSF4psXZa,2019-05-16T09:36:00.000Z,ACCEPTED,False,133390.36,FR,EUR,False,99292.19,2019-05-16 09:36:00,2019,5,16
4068,UvpBgI3-XohQSS0mmtSIB,True,GLOBALPAY,evt_1EvYbL8LGjdcQ1-smsbFAGm,2019-05-16T14:24:00.000Z,ACCEPTED,False,134062.58,FR,EUR,False,99792.57,2019-05-16 14:24:00,2019,5,16
4069,Ts-tVH_eRNHBISg5rEpv8,True,GLOBALPAY,evt_1Eg-EUOIRDkbx2L2WVqyuuh,2019-05-16T19:12:00.000Z,ACCEPTED,False,133799.32,FR,EUR,False,99596.61,2019-05-16 19:12:00,2019,5,16
4070,cp4FQ2ELult3wDDKR7fqm,True,GLOBALPAY,evt_1EjzzO75VJ5C0lTDOZdxCVI,2019-05-16T00:00:00.000Z,ACCEPTED,False,137632.33,CA,CAD,False,190853.36,2019-05-16 00:00:00,2019,5,16
4071,Ni5IeBoV8b-NMEquMqMfc,True,GLOBALPAY,evt_1EtI445zZqgmsqhm1prAB6z,2019-05-16T04:48:00.000Z,ACCEPTED,False,138284.87,CA,CAD,False,191758.23,2019-05-16 04:48:00,2019,5,16
4072,fsjBeoNtDtXXU1KNfTers,True,GLOBALPAY,evt_1E5pyOHSIWSaY-OYahQzGsB,2019-05-16T09:36:00.000Z,ACCEPTED,False,138829.87,CA,CAD,False,192513.98,2019-05-16 09:36:00,2019,5,16
4073,fKMd-onj_aY3UUC0WFezA,True,GLOBALPAY,evt_1EIGQ7er2L19_7Thqj7bcDA,2019-05-16T14:24:00.000Z,ACCEPTED,False,138887.76,CA,CAD,False,192594.25,2019-05-16 14:24:00,2019,5,16
4074,_hbuPYfgDhdZc5XdGn_-Z,True,GLOBALPAY,evt_1EaRi-8NwtL4VRvrYX2EOwI,2019-05-16T19:12:00.000Z,ACCEPTED,False,138968.97,CA,CAD,False,192706.87,2019-05-16 19:12:00,2019,5,16
4075,uH8HUPyx-nRY9V7DbDoFj,True,GLOBALPAY,evt_1EqTXtCOmve2UKmSq17sQWG,2019-05-16T00:00:00.000Z,DECLINED,False,132273.25,AE,USD,False,132273.25,2019-05-16 00:00:00,2019,5,16
4076,6QW00eNxvj82dt57wYtnP,True,GLOBALPAY,evt_1EhnCjtlg86SqxxwOCpskQ-,2019-05-16T04:48:00.000Z,ACCEPTED,False,132337.67,AE,USD,False,132337.67,2019-05-16 04:48:00,2019,5,16
4077,BdZIFSVgTk20Fm9myLus3,True,GLOBALPAY,evt_1EJz7hLiTLsWFdLLn3U11MF,2019-05-16T09:36:00.000Z,ACCEPTED,False,132164.26,AE,USD,False,132164.26,2019-05-16 09:36:00,2019,5,16
4078,ujXG_86W3vcpojS3SIlR4,True,GLOBALPAY,evt_1EkWHSj_LpFRcLTxzqsUW9S,2019-05-16T14:24:00.000Z,ACCEPTED,False,132729.08,AE,USD,False,132729.08,2019-05-16 14:24:00,2019,5,16
4079,lET0eLzN02lcEK4TUuCIw,True,GLOBALPAY,evt_1ECbIsH9jHnI4RRzm_b4ANu,2019-05-16T19:12:00.000Z,DECLINED,False,132877.3,AE,USD,False,132877.3,2019-05-16 19:12:00,2019,5,16
4080,24rdtxrT7wWbxg5eNZMGb,True,GLOBALPAY,evt_1E-0nm-zMaJOKayqNoPM6Gk,2019-05-17T00:00:00.000Z,ACCEPTED,False,133702.74,US,USD,False,133702.74,2019-05-17 00:00:00,2019,5,17
4081,LmQMDMzpKzxYd_rIWC2ov,True,GLOBALPAY,evt_1Ekj79flCtrAeAQuwV00MZK,2019-05-17T04:48:00.000Z,ACCEPTED,False,134303.26,US,USD,False,134303.26,2019-05-17 04:48:00,2019,5,17
4082,cmbahYs-ilKZapxxC56gI,True,GLOBALPAY,evt_1EbYtKqPo3wcWpEHnRxFHV9,2019-05-17T09:36:00.000Z,ACCEPTED,False,134100.52,US,USD,False,134100.52,2019-05-17 09:36:00,2019,5,17
4083,95lep-2_7cWOrqp56n-Zx,True,GLOBALPAY,evt_1EComlIaUU7dp4UeuoksyqQ,2019-05-17T14:24:00.000Z,ACCEPTED,False,134088.31,US,USD,False,134088.31,2019-05-17 14:24:00,2019,5,17
4084,61F54XkvYcLL9r5ezW1s3,True,GLOBALPAY,evt_1E7MKIdM80H9aEVO3Zg6qza,2019-05-17T19:12:00.000Z,ACCEPTED,False,134290.54,US,USD,False,134290.54,2019-05-17 19:12:00,2019,5,17
4085,rF8u2TVgvvoG-tHR8vVY9,True,GLOBALPAY,evt_1EjcNFE1ZxKpXzFgwO3mmVg,2019-05-17T00:00:00.000Z,ACCEPTED,False,122023.35,MX,MXN,False,3056350.72,2019-05-17 00:00:00,2019,5,17
4086,kLXcLF0STq-47pxX39ZPn,True,GLOBALPAY,evt_1EOqJfEy8Hb0hMkixCrueMT,2019-05-17T04:48:00.000Z,ACCEPTED,False,122466.93,MX,MXN,False,3067461.18,2019-05-17 04:48:00,2019,5,17
4087,LNdfAKDJaTjIo0Jg5pfZ9,True,GLOBALPAY,evt_1EsJGX7RoCGYsJNfBdynBvM,2019-05-17T09:36:00.000Z,ACCEPTED,False,122526.2,MX,MXN,False,3068945.73,2019-05-17 09:36:00,2019,5,17
4088,QJ-5ekFmJkn6yXBItHr47,True,GLOBALPAY,evt_1ESwBRXFqx7mBQpq3RJRLhj,2019-05-17T14:24:00.000Z,ACCEPTED,False,122573.91,MX,MXN,False,3070140.74,2019-05-17 14:24:00,2019,5,17
4089,Qn0O6mKElYvGYroQWi34c,True,GLOBALPAY,evt_1EcB3m81dy2ueivNx0Co_sx,2019-05-17T19:12:00.000Z,DECLINED,False,122421.03,MX,MXN,False,3066311.51,2019-05-17 19:12:00,2019,5,17
4090,rqNTBaiewrbJPS1ZJfIku,True,GLOBALPAY,evt_1E8OyTEM2tlj5zhlunWNfGS,2019-05-17T00:00:00.000Z,ACCEPTED,False,121232.43,UK,GBP,False,80903.72,2019-05-17 00:00:00,2019,5,17
4091,Ih1iYWjpdrhwZhiy5JqE3,True,GLOBALPAY,evt_1E-L9uqQX2klKyX1TnhMGar,2019-05-17T04:48:00.000Z,ACCEPTED,False,121578.87,UK,GBP,False,81134.92,2019-05-17 04:48:00,2019,5,17
4092,wLuidEyiBoHAgPTnMfYff,True,GLOBALPAY,evt_1EJ1sj0ZwNPGLpbxefrGQNg,2019-05-17T09:36:00.000Z,ACCEPTED,False,121602.48,UK,GBP,False,81150.67,2019-05-17 09:36:00,2019,5,17
4093,Js649rqX8j9PTU19hr8Od,True,GLOBALPAY,evt_1Eoah62yTCZ7DdVe-xrU6Gi,2019-05-17T14:24:00.000Z,ACCEPTED,False,121985.1,UK,GBP,False,81406.01,2019-05-17 14:24:00,2019,5,17
4094,QxjKa4XkAL8nm4WlpIXmK,True,GLOBALPAY,evt_1EJHbaoz5ltmmbHtVYhPsym,2019-05-17T19:12:00.000Z,ACCEPTED,False,121699.75,UK,GBP,False,81215.59,2019-05-17 19:12:00,2019,5,17
4095,E18lQZhON90RxGF2YCx6L,True,GLOBALPAY,evt_1EzF8YwHA1wlq0XwOq5F_Sa,2019-05-17T00:00:00.000Z,ACCEPTED,True,133561.37,FR,EUR,False,97993.36,2019-05-17 00:00:00,2019,5,17
4096,HHse9mWJdJjoaMUHN5oFt,True,GLOBALPAY,evt_1EpJhv4zynqSSYzzD4YsPxn,2019-05-17T04:48:00.000Z,ACCEPTED,False,133848.87,FR,EUR,False,98204.29,2019-05-17 04:48:00,2019,5,17
4097,oQOC_E4tXI5JHW08FYW6B,True,GLOBALPAY,evt_1EuTzKTGrv-O7fqRffXRKMZ,2019-05-17T09:36:00.000Z,ACCEPTED,False,134377.24,FR,EUR,False,98591.96,2019-05-17 09:36:00,2019,5,17
4098,tm9c214jKmnbudRArJqTp,True,GLOBALPAY,evt_1Env6NU_RNvoDkE62yUcYHh,2019-05-17T14:24:00.000Z,ACCEPTED,False,134842.09,FR,EUR,False,98933.01,2019-05-17 14:24:00,2019,5,17
4099,a94THwtCWwcC1MKq0nLCc,True,GLOBALPAY,evt_1ETdZJRM4vo-yMaIQRUg1SX,2019-05-17T19:12:00.000Z,ACCEPTED,False,135464.02,FR,EUR,False,99389.32,2019-05-17 19:12:00,2019,5,17
4100,wKls0CSobV0etG1yBI-3X,True,GLOBALPAY,evt_1EdgNRbih0XybTLCvt6xiWx,2019-05-17T00:00:00.000Z,ACCEPTED,False,139435.33,CA,CAD,False,192522.65,2019-05-17 00:00:00,2019,5,17
4101,kpa_2o6Z7qwJPbUf5khAC,True,GLOBALPAY,evt_1EvGcMdiFuOcN2FjiYGlUJE,2019-05-17T04:48:00.000Z,DECLINED,False,139578.97,CA,CAD,False,192720.98,2019-05-17 04:48:00,2019,5,17
4102,goAwiWhHCkfA5tEpybKHA,True,GLOBALPAY,evt_1EVokYgz5HH4_5z_VrVBDk9,2019-05-17T09:36:00.000Z,ACCEPTED,False,140229.58,CA,CAD,False,193619.3,2019-05-17 09:36:00,2019,5,17
4103,29cXmxF-NZuxzfj5HPfs-,True,GLOBALPAY,evt_1EVz0xAdAgy1aB_BQNWxZBX,2019-05-17T14:24:00.000Z,ACCEPTED,False,140317.84,CA,CAD,False,193741.16,2019-05-17 14:24:00,2019,5,17
4104,dLuZVfZwQI8V7qb90MHO4,True,GLOBALPAY,evt_1EsMn0FMQns5S4RZvy8onu9,2019-05-17T19:12:00.000Z,ACCEPTED,False,140935.0,CA,CAD,False,194593.29,2019-05-17 19:12:00,2019,5,17
4105,bTIEE2cTpaEMx6jNS2thY,True,GLOBALPAY,evt_1EkIeDZ16iWXggKIFX_a_Ti,2019-05-17T00:00:00.000Z,DECLINED,False,133350.21,AE,USD,False,133350.21,2019-05-17 00:00:00,2019,5,17
4106,AMbDVVDYoZEqO07i-HIua,True,GLOBALPAY,evt_1E1XR-ZEtlT-zHGgjfK4gZn,2019-05-17T04:48:00.000Z,ACCEPTED,False,133252.94,AE,USD,False,133252.94,2019-05-17 04:48:00,2019,5,17
4107,_VrNSCZTQhWWvGp4qkYGB,True,GLOBALPAY,evt_1EqSY3V3VvRLYYVaY3B6Fiu,2019-05-17T09:36:00.000Z,DECLINED,False,133545.98,AE,USD,False,133545.98,2019-05-17 09:36:00,2019,5,17
4108,gihpD9k8pOm5R2O970YpZ,True,GLOBALPAY,evt_1EOREn1hu94UOuaMDq7sf5R,2019-05-17T14:24:00.000Z,ACCEPTED,False,133939.85,AE,USD,False,133939.85,2019-05-17 14:24:00,2019,5,17
4109,2o4lne6hCQGFlzxN0CV73,True,GLOBALPAY,evt_1E7MDvh7JDho8sKnpcvpmto,2019-05-17T19:12:00.000Z,DECLINED,False,133732.97,AE,USD,False,133732.97,2019-05-17 19:12:00,2019,5,17
4110,a7zpsCGlL63F05_y6W4df,True,GLOBALPAY,evt_1E4x4u-kLkq3E4e91au43xz,2019-05-18T00:00:00.000Z,ACCEPTED,False,134675.66,US,USD,False,134675.66,2019-05-18 00:00:00,2019,5,18
4111,ZSFP5wiIadeq_oBJgJUHw,True,GLOBALPAY,evt_1EkkQRUgo35n6QV3l3gWUGO,2019-05-18T04:48:00.000Z,ACCEPTED,False,134806.53,US,USD,False,134806.53,2019-05-18 04:48:00,2019,5,18
4112,GIUQrCso8NvxJZPnKl4wP,True,GLOBALPAY,evt_1EGPWThO1ILnJ1TCpyeVf1M,2019-05-18T09:36:00.000Z,ACCEPTED,False,134825.99,US,USD,False,134825.99,2019-05-18 09:36:00,2019,5,18
4113,Ti6knnWsay_v1eMbc7_1J,True,GLOBALPAY,evt_1ExPwELYwfCzT0OsIVARRGi,2019-05-18T14:24:00.000Z,DECLINED,False,135137.43,US,USD,False,135137.43,2019-05-18 14:24:00,2019,5,18
4114,p2faalOb6NhDcTWGbC9bI,True,GLOBALPAY,evt_1EoqIAJQi6nK9BuFRa97Hgt,2019-05-18T19:12:00.000Z,ACCEPTED,False,134838.29,US,USD,False,134838.29,2019-05-18 19:12:00,2019,5,18
4115,8DPf4nUnaCnZSA2_9phdW,True,GLOBALPAY,evt_1EgmjrCdHU_F4bxlQ8IAeXe,2019-05-18T00:00:00.000Z,ACCEPTED,False,122867.14,MX,MXN,False,3077254.2,2019-05-18 00:00:00,2019,5,18
4116,Yi49ptNa5h-lFBccViYvA,True,GLOBALPAY,evt_1EqXh9kE2-_aBMTXVIpOzM4,2019-05-18T04:48:00.000Z,ACCEPTED,False,123342.11,MX,MXN,False,3089150.01,2019-05-18 04:48:00,2019,5,18
4117,YtCYixvHZfnKATn5S-7B9,True,GLOBALPAY,evt_1EVIWIbOH9li4EKScDdxlVA,2019-05-18T09:36:00.000Z,ACCEPTED,False,123164.2,MX,MXN,False,3084694.18,2019-05-18 09:36:00,2019,5,18
4118,zOZCiYMmnAmKhWFKKc1IR,True,GLOBALPAY,evt_1ExCMI8p8_oRr5gZsTq0duh,2019-05-18T14:24:00.000Z,ACCEPTED,False,123522.86,MX,MXN,False,3093676.96,2019-05-18 14:24:00,2019,5,18
4119,g5oq_THFPQLjMo0DEd1rN,True,GLOBALPAY,evt_1En2mopylEj4zau-2Rmraic,2019-05-18T19:12:00.000Z,ACCEPTED,False,123370.29,MX,MXN,False,3089855.78,2019-05-18 19:12:00,2019,5,18
4120,j-e_-UHJGdUOHjQbN8-Hc,True,GLOBALPAY,evt_1EFC4L9f0p219AwKWj7VqLN,2019-05-18T00:00:00.000Z,DECLINED,False,121557.82,UK,GBP,False,79670.65,2019-05-18 00:00:00,2019,5,18
4121,WFNchyI0dDcVzhEd6VoBt,True,GLOBALPAY,evt_1ElHGZHnWwSGbkK3Ozsy-Y9,2019-05-18T04:48:00.000Z,DECLINED,False,121452.46,UK,GBP,False,79601.6,2019-05-18 04:48:00,2019,5,18
4122,4YuwCUdVH9kizDb-C6Apw,True,GLOBALPAY,evt_1ERLASK29J3kujn-buZ4_-b,2019-05-18T09:36:00.000Z,ACCEPTED,False,121618.13,UK,GBP,False,79710.18,2019-05-18 09:36:00,2019,5,18
4123,IZrgaKKsgl2RwL3c7LJKO,True,GLOBALPAY,evt_1ECwH-d_Fim9PAH7wJofGkK,2019-05-18T14:24:00.000Z,ACCEPTED,False,121359.13,UK,GBP,False,79540.43,2019-05-18 14:24:00,2019,5,18
4124,kXnawc0ii1P3wFYsPZG0P,True,GLOBALPAY,evt_1EhDJgWnn8tzEmYxJUq2RQ7,2019-05-18T19:12:00.000Z,ACCEPTED,False,121495.0,UK,GBP,False,79629.48,2019-05-18 19:12:00,2019,5,18
4125,_NYOklFJMAJAmhtcPMjWE,True,GLOBALPAY,evt_1EkIsQboxKR7FFf_rIIvyPh,2019-05-18T00:00:00.000Z,DECLINED,False,135379.22,FR,EUR,False,99879.62,2019-05-18 00:00:00,2019,5,18
4126,m6Sb8E5FyxWYnvh9RzwSU,True,GLOBALPAY,evt_1EQj964Oh0zOIuVr1veZKO9,2019-05-18T04:48:00.000Z,ACCEPTED,False,136041.46,FR,EUR,False,100368.21,2019-05-18 04:48:00,2019,5,18
4127,lZAtqj8VcfICG0to2QwAO,True,GLOBALPAY,evt_1EYbfnA7q7t1eva-wpkswSO,2019-05-18T09:36:00.000Z,ACCEPTED,False,136711.67,FR,EUR,False,100862.67,2019-05-18 09:36:00,2019,5,18
4128,loFlD0dMCqPHujp7PhsrH,True,GLOBALPAY,evt_1EiFogAa7EAzZ56XtGSA0pw,2019-05-18T14:24:00.000Z,ACCEPTED,False,136567.19,FR,EUR,False,100756.08,2019-05-18 14:24:00,2019,5,18
4129,3uAUr8x277Ch9fd7vn3Bk,True,GLOBALPAY,evt_1ELhjeVnZwDioCPIe3D2NW-,2019-05-18T19:12:00.000Z,ACCEPTED,False,137161.16,FR,EUR,False,101194.29,2019-05-18 19:12:00,2019,5,18
4130,W8YaXsEDmsYP4FpqZamvi,True,GLOBALPAY,evt_1EuKt6toW2Q6lejKL-f2xng,2019-05-18T00:00:00.000Z,ACCEPTED,False,140804.78,CA,CAD,False,194738.48,2019-05-18 00:00:00,2019,5,18
4131,kXsC_97RSu0XGd3tok4Db,True,GLOBALPAY,evt_1E0n3XExh9y_Jfqgjzd7ZsT,2019-05-18T04:48:00.000Z,DECLINED,False,140893.19,CA,CAD,False,194860.76,2019-05-18 04:48:00,2019,5,18
4132,a7aEK6v2d5A8SJ4ozbKVf,True,GLOBALPAY,evt_1E7tecg8cMvNcCKziSmJvvB,2019-05-18T09:36:00.000Z,ACCEPTED,False,141414.86,CA,CAD,False,195582.25,2019-05-18 09:36:00,2019,5,18
4133,YjBqQmLUJlvgEiCmwBaWA,True,GLOBALPAY,evt_1EBYrqIBudXAsG53uAaBBtV,2019-05-18T14:24:00.000Z,ACCEPTED,False,142059.92,CA,CAD,False,196474.39,2019-05-18 14:24:00,2019,5,18
4134,iNk_vZ4clKtShx4lWrgf3,True,GLOBALPAY,evt_1EnJ9niiXvR_cJ-w8kvywXe,2019-05-18T19:12:00.000Z,ACCEPTED,False,142372.44,CA,CAD,False,196906.62,2019-05-18 19:12:00,2019,5,18
4135,ncuTVWF4ajmOfEBM60jjE,True,GLOBALPAY,evt_1EpTkmE_cMZ0z8T4t_hEUd7,2019-05-18T00:00:00.000Z,ACCEPTED,False,134099.32,AE,USD,False,134099.32,2019-05-18 00:00:00,2019,5,18
4136,wmVXBZo-eCg6GDBgkUbXp,True,GLOBALPAY,evt_1EIU3cG_zZQO0eSfGgR7Haj,2019-05-18T04:48:00.000Z,ACCEPTED,False,133875.84,AE,USD,False,133875.84,2019-05-18 04:48:00,2019,5,18
4137,08WcUI_Zbg6guV4p47Ko_,True,GLOBALPAY,evt_1E0HMwrOXDH6ba4YDKIp1gj,2019-05-18T09:36:00.000Z,ACCEPTED,False,134008.0,AE,USD,False,134008.0,2019-05-18 09:36:00,2019,5,18
4138,qLdB9zokj5QY1NNqb2Fgu,True,GLOBALPAY,evt_1E3sqUUlem5Ylv8DelZsg4p,2019-05-18T14:24:00.000Z,ACCEPTED,False,134394.65,AE,USD,False,134394.65,2019-05-18 14:24:00,2019,5,18
4139,50pi-6G-DoHEBs4PghymO,True,GLOBALPAY,evt_1EH21Mu_78gLuwxTL7Gkxg4,2019-05-18T19:12:00.000Z,ACCEPTED,False,134148.41,AE,USD,False,134148.41,2019-05-18 19:12:00,2019,5,18
4140,lycSlpx8Z7QvPge1REY6M,True,GLOBALPAY,evt_1E0eHAHsBas2jnEM5XVp-4F,2019-05-19T00:00:00.000Z,ACCEPTED,False,134596.59,US,USD,False,134596.59,2019-05-19 00:00:00,2019,5,19
4141,MKjxaJ8B-aSTRDO-Gy8_2,True,GLOBALPAY,evt_1EqhnbSb8vB-SW0ZSnc2h5P,2019-05-19T04:48:00.000Z,DECLINED,False,134456.27,US,USD,False,134456.27,2019-05-19 04:48:00,2019,5,19
4142,5PDRsZeR0qlXnpUJBMWXu,True,GLOBALPAY,evt_1EZPjSMRmuPx8dcdXTYREX2,2019-05-19T09:36:00.000Z,ACCEPTED,False,134851.12,US,USD,False,134851.12,2019-05-19 09:36:00,2019,5,19
4143,SrDg2wHtZSjUfQi1CP1Xr,True,GLOBALPAY,evt_1Ej3S3hUVKJz-IxpGcKLrk_,2019-05-19T14:24:00.000Z,DECLINED,False,134795.91,US,USD,False,134795.91,2019-05-19 14:24:00,2019,5,19
4144,f2mg1O0dHJ7Tz-nLlT8yT,True,GLOBALPAY,evt_1EA4qbqZnhb2AZecM6CrVNI,2019-05-19T19:12:00.000Z,DECLINED,False,135413.39,US,USD,False,135413.39,2019-05-19 19:12:00,2019,5,19
4145,-W-bjds7spZvwioN4nCip,True,GLOBALPAY,evt_1E73BacrW2IyE_-JWtv4HdM,2019-05-19T00:00:00.000Z,ACCEPTED,False,123491.73,MX,MXN,False,3093150.35,2019-05-19 00:00:00,2019,5,19
4146,rdFSOTgkLb030I8iZ_Dx2,True,GLOBALPAY,evt_1EPuqqoRD0liTjEV5T3c94T,2019-05-19T04:48:00.000Z,ACCEPTED,False,123383.61,MX,MXN,False,3090442.22,2019-05-19 04:48:00,2019,5,19
4147,ZdQVU6nQbMcqL696L43TR,True,GLOBALPAY,evt_1EtJ4gtk_IFsbF5dhhwAVU2,2019-05-19T09:36:00.000Z,DECLINED,False,123122.31,MX,MXN,False,3083897.32,2019-05-19 09:36:00,2019,5,19
4148,L_TYE09mg2lo-BuyA1OqL,True,GLOBALPAY,evt_1EYYS3mjDRmvVv4eMtzj7s3,2019-05-19T14:24:00.000Z,ACCEPTED,False,123060.28,MX,MXN,False,3082343.63,2019-05-19 14:24:00,2019,5,19
4149,ynDWb3mXSSKFTXMSbVok9,True,GLOBALPAY,evt_1EIML79eeMj4y4D3rwYioKH,2019-05-19T19:12:00.000Z,ACCEPTED,False,123154.76,MX,MXN,False,3084710.11,2019-05-19 19:12:00,2019,5,19
4150,QK5hqYGXzygtYCDTXiGo9,True,GLOBALPAY,evt_1ET3BhsdngOLWM_f1-6DAoI,2019-05-19T00:00:00.000Z,ACCEPTED,False,122121.49,UK,GBP,False,80383.66,2019-05-19 00:00:00,2019,5,19
4151,oEshLD_s5zIX9UHFLxys_,True,GLOBALPAY,evt_1EeUoOn1ZLRjPPL6GQpJGg7,2019-05-19T04:48:00.000Z,DECLINED,False,121930.56,UK,GBP,False,80257.98,2019-05-19 04:48:00,2019,5,19
4152,W4gKaq0VWF2heZ3NQfpVB,True,GLOBALPAY,evt_1EAcqcIhiAZOnE9ezaRWuzX,2019-05-19T09:36:00.000Z,DECLINED,False,122208.29,UK,GBP,False,80440.79,2019-05-19 09:36:00,2019,5,19
4153,uzdOSm701Zy0PjIKw2Jd-,True,GLOBALPAY,evt_1E_z8Bevp5dG41WbkDznpxw,2019-05-19T14:24:00.000Z,DECLINED,False,122610.5,UK,GBP,False,80705.54,2019-05-19 14:24:00,2019,5,19
4154,KZfE4V7CfHFfvpoME-IAq,True,GLOBALPAY,evt_1EAn5QjRt5jjM-3xxuWZQmW,2019-05-19T19:12:00.000Z,ACCEPTED,False,122807.79,UK,GBP,False,80835.4,2019-05-19 19:12:00,2019,5,19
4155,afTXVDtyrtqbNXFw2NC-v,True,GLOBALPAY,evt_1Euv88xuUVk1YzVi97Fh7Ks,2019-05-19T00:00:00.000Z,DECLINED,False,137158.84,FR,EUR,False,100512.41,2019-05-19 00:00:00,2019,5,19
4156,CSCrkp0rRUx0ltOofueC3,True,GLOBALPAY,evt_1EaPVzzh35lq0LbHYp0iRfR,2019-05-19T04:48:00.000Z,ACCEPTED,False,137265.9,FR,EUR,False,100590.87,2019-05-19 04:48:00,2019,5,19
4157,GEOtQmC0uRgay8g5O4hvP,True,GLOBALPAY,evt_1EVBOCDO-chk4UaZbZNJvG-,2019-05-19T09:36:00.000Z,ACCEPTED,False,137861.78,FR,EUR,False,101027.54,2019-05-19 09:36:00,2019,5,19
4158,LdPPAd5DtEiuIqe7mbRO-,True,GLOBALPAY,evt_1EboWi7ANj0SD17bkIzvHrG,2019-05-19T14:24:00.000Z,DECLINED,False,138081.9,FR,EUR,False,101188.85,2019-05-19 14:24:00,2019,5,19
4159,l4Fz3ZSCXqze1DoUW2zSe,True,GLOBALPAY,evt_1E5itjmjacipCb0afZ-cO5Z,2019-05-19T19:12:00.000Z,ACCEPTED,False,137843.28,FR,EUR,False,101013.98,2019-05-19 19:12:00,2019,5,19
4160,h4b8zCb3JEuhdptYZTmVg,True,GLOBALPAY,evt_1EaoPdFNktntYh-f2qjtyfN,2019-05-19T00:00:00.000Z,ACCEPTED,False,142774.3,CA,CAD,False,197225.33,2019-05-19 00:00:00,2019,5,19
